SERVICIO,DESCRIPCIO,PIEZAS SOLICITADAS,PRECIO UNITARIO
OFTALMOLOGIA (HOSPITALIZACION),DEXAMETASONA FOSFATO SODICO DE,5,8.17
OFTALMOLOGIA (HOSPITALIZACION),KETOROLACO,5,2.68
OFTALMOLOGIA (HOSPITALIZACION),TROPICAMIDA/FENILEFRINA,15,197.91
OFTALMOLOGIA (HOSPITALIZACION),CARBOXIMETILCELULOSA,10,666.6
OFTALMOLOGIA (HOSPITALIZACION),PARACETAMOL,0,5.47
OFTALMOLOGIA (HOSPITALIZACION),BUTILHIOSCINA,5,5.43
TERAPIA RESPIRATORIA,SALBUTAMOL/BROMURO DE IPRATROPIO,300,13.38
TERAPIA RESPIRATORIA,BUDESONIDA,150,23.86
TERAPIA RESPIRATORIA,IPRATROPIO  BROMURO DE,2,63.7
ANESTESIOLOGIA,KETOROLACO,100,2.68
UROLOGIA (CONSULTA),CLORURO DE BENZALCONIO,30,24.44
UROLOGIA (CONSULTA),SALBUTAMOL,1,26.92
AREA DE CHOQUE,PRAZOSINA,2,0.53
AREA DE CHOQUE,ERTAPENEM,2,345.76
CIRUGIA GENERAL,CARBAMAZEPINA,2,1.83
AREA DE CHOQUE,LEVOTIROXINA SODICA,2,6.28
CIRUGIA GENERAL,METRONIDAZOL,6,0.44
AREA DE CHOQUE,TRIMETOPRIM/SULFAMETOXAZOL,3,11.5
CIRUGIA GENERAL,IMIPENEM Y CILASTATINA,4,80.84
MEDICINA INTERNA,SERO ALBUMINA HUMANA,2,669.6
URGENCIAS PEDIATRICAS,METRONIDAZOL,2,14.35
TERAPIA INTENSIVA,CEFTAZIDIMA  PENTAHIDRATADA,4,23.37
TERAPIA INTENSIVA,VANCOMICINA,2,46.68
MEDICINA INTERNA,PREGABALINA,2,0.84
URGENCIAS PEDIATRICAS,PARACETAMOL,2,23
URGENCIAS,CEFTAZIDIMA  PENTAHIDRATADA,8,23.37
URGENCIAS,AMPICILINA SODICA,32,13.31
URGENCIAS,DEXAMETASONA FOSFATO SODICO DE,4,8.17
URGENCIAS,GLUCONATO DE CALCIO AL,4,4.16
TERAPIA INTENSIVA,AMIKACINA SULFATO DE,2,3.22
AREA DE CHOQUE,FLUOXETINA,2,1.09
AREA DE CHOQUE,PREDNISONA,1,2.5
AREA DE CHOQUE,PENTOXIFILINA,1,1.12
AREA DE CHOQUE,CLARITROMICINA,0,257.59
AREA DE CHOQUE,ENOXAPARINA,0,56.15
AREA DE CHOQUE,PARACETAMOL,0,5.47
CIRUGIA GENERAL,ACIDO URSODEOXICOLICO,3,6.04
MEDICINA INTERNA,DEXAMETASONA FOSFATO SODICO DE,5,8.17
MEDICINA INTERNA,FENITOINA SODICA,2,13.54
AREA DE CHOQUE,FUROSEMIDA,12,3.56
AREA DE CHOQUE,HEPARINA SODICA,3,70
AREA DE CHOQUE,LACTULOSA,2,71.4
AREA DE CHOQUE,NITROGLICERINA,4,205.98
AREA DE CHOQUE,ATROPINA SULFATO DE,2,2.84
CIRUGIA GENERAL,PARACETAMOL,55,129.68
CIRUGIA GENERAL,METOCLOPRAMIDA,30,1.64
CIRUGIA GENERAL,FUROSEMIDA,20,3.56
CIRUGIA GENERAL,BUTILHIOSCINA,20,5.43
MEDICINA INTERNA,METRONIDAZOL,6,0.44
URGENCIAS,ESPIRONOLACTONA,1,12.12
TERAPIA INTENSIVA,SERO ALBUMINA HUMANA,4,669.6
AREA DE CHOQUE,ACIDO ACETILSALICILICO,6,0.59
AREA DE CHOQUE,ATORVASTATINA,8,3.4
UNIDAD TOCOQUIRURGICA,KETOROLACO,20,1.8
UNIDAD TOCOQUIRURGICA,PARACETAMOL,20,0.39
UNIDAD TOCOQUIRURGICA,FITOMENADIONA,25,7.76
CIRUGIA GENERAL,LOPERAMIDA,20,0.44
UNIDAD TOCOQUIRURGICA,INMUNOGLOBULINA ANTI D,1,2689.57
URGENCIAS,EPINEFRINA,2,5.73
MEDICINA INTERNA,HALOPERIDOL,2,12.3
URGENCIAS,FLUCONAZOL,3,84.79
AREA DE CHOQUE,EPINEFRINA,3,5.73
AREA DE CHOQUE,ROCURONIO BROMURO DE,5,72.29
URGENCIAS,DEXMEDETOMIDINA,5,337.37
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,1,11.5
URGENCIAS,HIDROCORTISONA SUCCINATO SODICO DE,13,23.02
UROLOGIA,HALOPERIDOL,1,12.3
TERAPIA INTENSIVA,CEFTAZIDIMA  PENTAHIDRATADA,8,23.37
TERAPIA INTENSIVA,AMPICILINA SODICA,24,13.31
TERAPIA INTENSIVA,DEXAMETASONA FOSFATO SODICO DE,4,8.17
CIRUGIA GENERAL,IMIPENEM Y CILASTATINA,3,80.84
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METOCLOPRAMIDA,2,1.64
URGENCIAS,PREGABALINA,2,0.84
AREA DE CHOQUE,KETOPROPOFENO,3,95.39
CIRUGIA GENERAL,ACIDO VALPROICO,10,4.46
TERAPIA INTENSIVA,NOREPINEFRINA,3,71.17
URGENCIAS PEDIATRICAS,METRONIDAZOL,3,14.35
MEDICINA INTERNA,ACICLOVIR SODICO,4,117.7
TERAPIA INTENSIVA,FOSFATO DE POTASIO,3,14.61
AREA DE CHOQUE,CLONIXINATO DE LISINA,20,4.35
AREA DE CHOQUE,OMEPRAZOL,10,8.84
CIRUGIA GENERAL,PARACETAMOL,45,129.68
CIRUGIA GENERAL,ONDANSETRON,15,50
CIRUGIA GENERAL,KETOROLACO,15,2.68
PEDIATRIA CLINICA,CLORURO DE POTASIO,1,1.82
PEDIATRIA CLINICA,CLORURO DE SODIO AL,1,10.86
PEDIATRIA CLINICA,GLUCONATO DE CALCIO AL,1,4.16
PEDIATRIA CLINICA,CLORURO DE SODIO AL,20,10.86
UROLOGIA,ADENOSINA,3,250.43
UROLOGIA,AMIODARONA,4,44.01
UROLOGIA,ESMOLOL,1,4166.67
UROLOGIA,NITROGLICERINA,0,205.98
URGENCIAS,SERTRALINA,10,0.83
AREA DE CHOQUE,CEFALOTINA SODICA,1,24.71
CIRUGIA GENERAL,IMIPENEM Y CILASTATINA,1,80.84
AREA DE CHOQUE,PARACETAMOL,10,0.39
AREA DE CHOQUE,HEPARINA SODICA,1,70
SUBDIRECCION DE ENFERMERIA,OMEPRAZOL,1,54.16
SUBDIRECCION DE ENFERMERIA,KETOROLACO,1,1.8
TERAPIA INTENSIVA,DEXMEDETOMIDINA,2,337.37
TERAPIA INTENSIVA,BUTILHIOSCINA,3,5.43
MEDICINA INTERNA,AMFOTERICINA B,0,400.19
MEDICINA INTERNA,CLORFENAMINA,0,29.43
MEDICINA INTERNA,AMIODARONA,1,44.01
CIRUGIA GENERAL,KETOROLACO,3,1.8
CIRUGIA GENERAL,NOREPINEFRINA,6,71.17
CIRUGIA GENERAL,ACIDO VALPROICO,3,4.46
CIRUGIA GENERAL,CLOPIDOGREL,2,2.43
PEDIATRIA CLINICA,NEOMICINA,5,5.13
PEDIATRIA CLINICA,NEOMICINA,18,5.13
URGENCIAS PEDIATRICAS,MEROPENEM,1,316.67
URGENCIAS,CIPROFLOXACINO,4,0.7
UROLOGIA,SULFATO  DE  MAGNESIO,5,5.31
URGENCIAS PEDIATRICAS,METAMIZOL,10,2.91
URGENCIAS PEDIATRICAS,PARACETAMOL,5,129.68
UROLOGIA,PARACETAMOL,12,129.68
UROLOGIA,CAPTOPRIL,5,0.15
AREA DE CHOQUE,DOPAMINA,5,5.05
URGENCIAS,BUDESONIDA,2,23.86
URGENCIAS,PARACETAMOL,4,129.68
URGENCIAS,FENITOINA SODICA,2,0.38
TERAPIA INTENSIVA,AMPICILINA SODICA,10,13.31
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIM/SULFAMETOXAZOL,1,11.5
MEDICINA INTERNA,ACICLOVIR SODICO,0,117.7
MEDICINA INTERNA,METRONIDAZOL,3,0.44
MEDICINA INTERNA,ACIDO URSODEOXICOLICO,2,6.04
UROLOGIA,SENOSIDOS A - B,1,0.79
CIRUGIA GENERAL,PARACETAMOL,24,129.68
CIRUGIA GENERAL,ONDANSETRON,10,50
CIRUGIA GENERAL,ACIDO ASCORBICO,5,21.89
PEDIATRIA CLINICA,NEOMICINA,0,5.13
PEDIATRIA CLINICA,LEVETIRACETAM ,1,1245.84
UNIDAD TOCOQUIRURGICA,CAPTOPRIL,5,0.15
MEDICINA INTERNA,ACICLOVIR SODICO,2,117.7
PEDIATRIA CLINICA,PREDNISONA,4,1.42
PEDIATRIA CLINICA,CLINDAMICINA,2,5.27
PEDIATRIA CLINICA,MEROPENEM,1,316.67
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,0,11.5
TERAPIA INTENSIVA,MEROPENEM,6,316.67
ORTOPEDIA,DEXAMETASONA FOSFATO SODICO DE,4,8.17
URGENCIAS,ACENOCUMAROL,1,1.94
URGENCIAS,HALOPERIDOL,1,1.28
UROLOGIA,HALOPERIDOL,2,12.3
UROLOGIA,OMEPRAZOL,0,8.84
UROLOGIA,BICARBONATO DE POTASIO,3,3.45
URGENCIAS,HEPARINA SODICA,0,37.28
MEDICINA INTERNA,DOXICICLINA,1,5.48
MEDICINA INTERNA,SERO ALBUMINA HUMANA,3,669.6
CIRUGIA GENERAL,CEFALOTINA SODICA,1,24.71
MEDICINA INTERNA,ACIDO URSODEOXICOLICO,3,6.04
CIRUGIA GENERAL,CLOPIDOGREL,1,2.43
UROLOGIA (CONSULTA),ERTAPENEM,1,345.76
UROLOGIA (CONSULTA),CEFALOTINA SODICA,2,24.71
CIRUGIA GENERAL,SENOSIDOS A - B,2,0.79
URGENCIAS,CIPROFLOXACINO,1,19
GINECO OBSTETRICIA,ERTAPENEM,1,345.76
TERAPIA INTENSIVA,CEFTRIAXONA,4,13.99
CIRUGIA GENERAL,VANCOMICINA,5,46.68
MEDICINA INTERNA,TRAMADOL RETARD,2,40.48
URGENCIAS,AMPICILINA SODICA,12,13.31
TERAPIA INTENSIVA,GLUCOSA AL,2,33.65
TERAPIA INTENSIVA,TIGECICLINA,3,769.72
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SULFATO  DE  MAGNESIO,10,5.31
MEDICINA INTERNA,BICARBONATO DE SODIO,100,5.15
MEDICINA INTERNA,INSULINA GLARGINA,2,582.04
URGENCIAS,FITOMENADIONA,2,8.03
MEDICINA INTERNA,CLORFENAMINA,3,29.43
CIRUGIA GENERAL,ATROPINA SULFATO DE,4,2.84
CIRUGIA GENERAL,ESMOLOL,0,337.5
CIRUGIA GENERAL,LIDOCAINA SPRAY,1,127.95
CIRUGIA GENERAL,ACIDO ACETILSALICILICO,3,0.59
CIRUGIA GENERAL,ESMOLOL,1,4166.67
URGENCIAS,KETOROLACO,21,2.68
URGENCIAS,BUTILHIOSCINA,21,5.43
AREA DE CHOQUE,METAMIZOL,15,2.91
AREA DE CHOQUE,OMEPRAZOL,10,0.4
AREA DE CHOQUE,KETOROLACO/TRAMADOL,6,5.2
PEDIATRIA CLINICA,GLUCONATO DE CALCIO AL,10,4.16
PEDIATRIA CLINICA,SERO ALBUMINA HUMANA,6,669.6
PEDIATRIA CLINICA,DEXAMETASONA FOSFATO SODICO DE,5,8.17
PEDIATRIA CLINICA,TRAMADOL,5,22.99
PEDIATRIA CLINICA,FUROSEMIDA,30,3.56
PEDIATRIA CLINICA,FENITOINA SODICA,10,13.54
PEDIATRIA CLINICA,FITOMENADIONA,6,8.03
RADIOLOGIA E IMAGEN,CLORURO DE BENZALCONIO,8,24.44
URGENCIAS PEDIATRICAS,PARACETAMOL,1,23
URGENCIAS PEDIATRICAS,SULFATO  DE  MAGNESIO,5,5.31
URGENCIAS GINECOBSTETRICAS,BUTILHIOSCINA,10,5.43
URGENCIAS GINECOBSTETRICAS,OMEPRAZOL,0,8.84
URGENCIAS GINECOBSTETRICAS,METOCLOPRAMIDA,10,1.64
URGENCIAS GINECOBSTETRICAS,DEXAMETASONA FOSFATO SODICO DE,10,8.17
NEONATOLOGIA,ACIDO URSODEOXICOLICO,20,6.04
ANESTESIOLOGIA,SULFATO  DE  MAGNESIO,50,5.31
ANESTESIOLOGIA,ACIDO ASCORBICO,100,21.89
ANESTESIOLOGIA,GLUCONATO DE CALCIO AL,100,4.16
ANESTESIOLOGIA,NEOSTIGMINA,100,25.88
ANESTESIOLOGIA,CISATRACURIO BESILATO DE ,100,108.46
ANESTESIOLOGIA,DESFLURANO,50,1633.5
URGENCIAS,ROCURONIO BROMURO DE,4,72.29
ANESTESIOLOGIA,SUFENTANILO ,30,165.54
MEDICINA INTERNA,SERO ALBUMINA HUMANA,1,669.6
NEONATOLOGIA,AMFOTERICINA B,4,400.19
NEONATOLOGIA,AMIKACINA SULFATO DE,3,3.22
NEONATOLOGIA,AMPICILINA SODICA,3,13.31
MEDICINA INTERNA,VANCOMICINA,6,46.68
URGENCIAS,CIPROFLOXACINO,2,19
URGENCIAS GINECOBSTETRICAS,OMEPRAZOL,8,54.16
URGENCIAS GINECOBSTETRICAS,BETAMETASONA ACETATO DE,8,313.75
UROLOGIA (CONSULTA),POLIMIXIMA/NEOMICINA,0,42.7
UROLOGIA (CONSULTA),KETOROLACO,12,2.68
UROLOGIA (CONSULTA),PARACETAMOL,12,129.68
NEONATOLOGIA,SERO ALBUMINA HUMANA,4,669.6
ANESTESIOLOGIA,BECLOMETASONA DIPROPIONATO DE,6,86.02
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRINITRATO DE GLICERILO,0,11.23
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FENITOINA SODICA,10,13.54
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMIODARONA,5,44.01
NEONATOLOGIA,BICARBONATO DE SODIO,10,5.15
NEONATOLOGIA,DOBUTAMINA,5,26.98
NEONATOLOGIA,DOPAMINA,6,5.05
NEONATOLOGIA,ESPIRONOLACTONA,10,12.12
NEONATOLOGIA,FENITOINA SODICA,10,13.54
NEONATOLOGIA,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),1,56.8
NEONATOLOGIA,VITAMINA A + C + D,3,26.06
NEONATOLOGIA,INSULINA HUMANA ACCION RAPIDA,1,55.19
NEONATOLOGIA,CLORURO DE SODIO AL,15,10.86
NEONATOLOGIA,METOCLOPRAMIDA,0,0.22
CIRUGIA GENERAL,ACIDO ACETILSALICILICO,4,0.59
CIRUGIA PLASTICA Y RECONSTRUCTIVA,BICARBONATO DE POTASIO,5,3.45
RADIOLOGIA E IMAGEN,EPINEFRINA,15,5.73
RADIOLOGIA E IMAGEN,SULFATO  DE  MAGNESIO,5,5.31
RADIOLOGIA E IMAGEN,ADENOSINA,3,250.43
RADIOLOGIA E IMAGEN,LIDOCAINA SPRAY,1,127.95
URGENCIAS,IMIPENEM Y CILASTATINA,1,80.84
MEDICINA INTERNA,FUROSEMIDA,5,0.32
MEDICINA INTERNA,PREGABALINA,4,0.84
MEDICINA INTERNA,TRAMADOL,6,22.99
URGENCIAS,INDOMETACINA,3,5.84
URGENCIAS PEDIATRICAS,AMIKACINA SULFATO DE,1,3.22
MEDICINA INTERNA,ERTAPENEM,2,345.76
INFECTOLOGIA,CEFTRIAXONA,2,13.99
URGENCIAS,SERTRALINA,1,0.83
GINECO OBSTETRICIA,MISOPROSTOL,4,15.9
URGENCIAS,PARACETAMOL,0,5.47
CLINICA DE CATETERES,METILPREDNISOLONA,6,146.07
URGENCIAS PEDIATRICAS,METILPREDNISOLONA,10,146.07
URGENCIAS PEDIATRICAS,SULFATO  DE  MAGNESIO,10,5.31
PEDIATRIA CLINICA,LEVOSIMENDAN,1,9148.11
ENDOSCOPIA,CAPTOPRIL,5,0.15
ENDOSCOPIA,EPINEFRINA,50,5.73
ENDOSCOPIA,NIFEDIPINO,5,0.87
ENDOSCOPIA,ONDANSETRON,20,50
TERAPIA INTENSIVA,BUTILHIOSCINA,4,5.43
TERAPIA INTENSIVA,SUCRALFATO ,3,1.02
MEDICINA INTERNA,FUROSEMIDA,20,3.56
MEDICINA INTERNA,VECURONIO BROMURO DE ,4,29.85
MEDICINA INTERNA,EPINEFRINA,5,5.73
TERAPIA INTENSIVA,FOSFATO DE POTASIO,10,14.61
PEDIATRIA CLINICA,LEVETIRACETAM ,5,20.1
UNIDAD TOCOQUIRURGICA,MISOPROSTOL,20,15.9
PEDIATRIA CLINICA,NEOMICINA,16,5.13
AREA DE CHOQUE,CAPTOPRIL,4,0.15
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSETRON,2,50
TERAPIA INTENSIVA,TIGECICLINA,1,769.72
CIRUGIA PLASTICA Y RECONSTRUCTIVA,OMEPRAZOL,4,54.16
CIRUGIA GENERAL,PREDNISONA,2,0.44
CIRUGIA GENERAL,FLUOXETINA,3,1.09
CIRUGIA GENERAL,PREGABALINA,4,0.84
QUIROFANOS,METILPREDNISOLONA,6,28.13
QUIROFANOS,OXIMETAZOLINA,6,60.62
QUIROFANOS,LIDOCAINA/EPINEFRINA AL,15,115.38
QUIROFANOS,HEPARINA SODICA,4,37.28
QUIROFANOS,HEPARINA SODICA,3,70
QUIROFANOS,CLORURO DE BENZALCONIO,15,24.44
QUIROFANOS,SERO ALBUMINA HUMANA,5,669.6
MEDICINA INTERNA,LIDOCAINA,1,27.49
TERAPIA INTENSIVA PEDIATRICA,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,1,25.24
GINECO OBSTETRICIA,METOCLOPRAMIDA,4,1.64
GINECO OBSTETRICIA,KETOROLACO,4,2.68
URGENCIAS,SUCRALFATO ,2,1.02
MEDICINA INTERNA,PENTOXIFILINA,1,1.12
URGENCIAS,PENTOXIFILINA,1,1.12
URGENCIAS,PENTOXIFILINA,1,117.2
URGENCIAS,ERITROPOYETINA HUMANA RECOMBINANTE,0,268.81
URGENCIAS,LACTATO GLUCONATO DE CALCIO,2,2.24
URGENCIAS,LACTULOSA,2,71.4
PEDIATRIA CLINICA,BENCILPENICILINA SODICA CRISTALINA,2,20.31
URGENCIAS,TRIMETOPRIM/SULFAMETOXAZOL,3,11.5
CIRUGIA GENERAL,FENTANILO CITRATO DE,0,19.47
CIRUGIA GENERAL,DEXMEDETOMIDINA,1,337.37
TERAPIA INTENSIVA,CEFTRIAXONA,3,13.99
ORTOPEDIA,SULFATO  DE  MAGNESIO,10,5.31
ORTOPEDIA,OMEPRAZOL,2,54.16
ORTOPEDIA,NIFEDIPINO,2,0.87
URGENCIAS GINECOBSTETRICAS,NITROPRUSIATO,1,7064.74
URGENCIAS,CLOPIDOGREL,15,2.43
URGENCIAS,PRAZOSINA,20,0.53
URGENCIAS,DOPAMINA,1,5.05
MEDICINA INTERNA,AMPICILINA SODICA,20,13.31
TERAPIA INTENSIVA,FITOMENADIONA,3,8.03
URGENCIAS,HALOPERIDOL,4,12.3
URGENCIAS PEDIATRICAS,TOBRAMICINA,1,129.38
AREA DE CHOQUE,CLOPIDOGREL,5,2.43
AREA DE CHOQUE,ONDANSENTRON ,9,12
AREA DE CHOQUE,ONDANSETRON,9,50
QUIROFANOS,ATROPINA SULFATO DE,10,2.84
QUIROFANOS,EPINEFRINA,10,5.73
CIRUGIA GENERAL,KETOROLACO,9,2.68
URGENCIAS,SERO ALBUMINA HUMANA,10,669.6
URGENCIAS,EPINEFRINA,4,5.73
URGENCIAS,BICARBONATO DE SODIO,200,5.15
URGENCIAS,ROCURONIO BROMURO DE,5,72.29
NEONATOLOGIA,AMFOTERICINA B,5,400.19
ANESTESIOLOGIA,PROPOFOL,40,44.29
ANESTESIOLOGIA,PROPOFOL,20,1038.46
ANESTESIOLOGIA,PROPOFOL ,20,386.22
ANESTESIOLOGIA,HALOPERIDOL,5,281.31
ANESTESIOLOGIA,BECLOMETASONA DIPROPIONATO DE,30,86.02
URGENCIAS,BICARBONATO DE POTASIO,4,3.45
AREA DE CHOQUE,FITOMENADIONA,2,8.03
CIRUGIA GENERAL,VECURONIO BROMURO DE ,2,29.85
UNIDAD TOCOQUIRURGICA,NAPROXENO,2,0.74
ORTOPEDIA,TRAMADOL,5,22.99
PEDIATRIA CLINICA,DEXMEDETOMIDINA,2,337.37
PEDIATRIA CLINICA,OMEPRAZOL,1,54.16
TERAPIA INTENSIVA PEDIATRICA,NEOMICINA,5,5.13
TERAPIA INTENSIVA PEDIATRICA,MEROPENEM,1,316.67
MEDICINA INTERNA,GANCICLOVIR,2,1156.03
URGENCIAS,NIFEDIPINO,3,0.87
URGENCIAS,NIFEDIPINO,1,0.87
TERAPIA INTENSIVA,MULTIVITAMINAS SOLUCION INYECTABLE ADULTO. CADA FRASCO AMPULA CON LIO,0,77.47
TERAPIA INTENSIVA,AMPICILINA SODICA,15,13.31
TERAPIA INTENSIVA,SUCRALFATO ,2,1.02
NEONATOLOGIA,TOBRAMICINA,2,129.38
URGENCIAS,KETOROLACO,4,2.68
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ATORVASTATINA,8,3.4
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,BICARBONATO DE SODIO,18,5.15
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,GLUCOSA AL,8,33.65
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,MULTIVITAMINICO B,13,77.47
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,NOREPINEFRINA,24,71.17
AREA DE CHOQUE,FOSFATO DE POTASIO,15,14.61
NEONATOLOGIA,GLUCOSA AL,25,33.65
NEONATOLOGIA,METAMIZOL,1,2.91
NEONATOLOGIA,EPINEFRINA,10,5.73
TERAPIA INTENSIVA PEDIATRICA,FENTANILO CITRATO DE,30,19.47
CIRUGIA GENERAL,FENTANILO CITRATO DE,30,19.47
UNIDAD TOCOQUIRURGICA,ERGONOVINA,50,13.6
CIRUGIA GENERAL,ESPIRONOLACTONA,2,12.12
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARACETAMOL,1,129.68
MEDICINA INTERNA,CEFOTAXIMA,8,19.51
URGENCIAS,KETOROLACO,2,2.68
CIRUGIA GENERAL,DEXMEDETOMIDINA,8,337.37
CIRUGIA GENERAL,SENOSIDOS A - B,6,0.79
ORTOPEDIA,DOXICICLINA,3,5.48
CIRUGIA GENERAL,ANIDULAFUNGINA,2,1746.57
TERAPIA INTENSIVA,CEFALOTINA SODICA,6,24.71
CIRUGIA GENERAL,KETOROLACO,12,2.68
QUIROFANOS,LIDOCAINA,15,27.49
QUIROFANOS,KETOROLACO,40,2.68
QUIROFANOS,ONDANSETRON,10,50
TERAPIA RESPIRATORIA,SALBUTAMOL/BROMURO DE IPRATROPIO,150,13.38
URGENCIAS,TRINITRATO DE GLICERILO,0,11.23
URGENCIAS,VECURONIO BROMURO DE ,10,29.85
MEDICINA INTERNA,FUROSEMIDA,8,0.32
MEDICINA INTERNA,LIDOCAINA,5,27.49
URGENCIAS,LEVETIRACETAM,3,505.09
MEDICINA INTERNA,CLORURO DE BENZALCONIO,2,24.44
URGENCIAS,EPINEFRINA,8,5.73
URGENCIAS,PARACETAMOL,6,129.68
PEDIATRIA CLINICA,MEROPENEM,3,316.67
URGENCIAS,SUCRALFATO ,4,1.02
AREA DE CHOQUE,FLUCONAZOL,2,84.79
ORTOPEDIA,ENOXAPARINA,0,56.15
ORTOPEDIA,FUROSEMIDA,4,0.32
ORTOPEDIA,GABAPENTINA,1,4.35
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLONAZEPAN,0,0.35
PEDIATRIA CLINICA,NISTATINA ,1,44.14
GINECO OBSTETRICIA,OMEPRAZOL,1,0.4
URGENCIAS PEDIATRICAS,FUROSEMIDA,3,0.32
URGENCIAS,HALOPERIDOL,2,12.3
ORTOPEDIA,CEFALOTINA SODICA,2,24.71
URGENCIAS,HIDROCORTISONA SUCCINATO SODICO DE,1,23.02
URGENCIAS,DICLOXACILINA,0,8.68
TERAPIA INTENSIVA,METOCLOPRAMIDA,4,1.64
TERAPIA INTENSIVA PEDIATRICA,MEROPENEM,2,316.67
TERAPIA INTENSIVA PEDIATRICA,VANCOMICINA,4,46.68
ORTOPEDIA,FUROSEMIDA,4,3.56
CIRUGIA GENERAL,CAPTOPRIL,1,0.15
MEDICINA INTERNA,BICARBONATO DE POTASIO,3,3.45
CIRUGIA GENERAL,ACIDO ACETILSALICILICO,1,0.59
CIRUGIA GENERAL,SUCRALFATO ,2,1.02
CIRUGIA GENERAL,KETOROLACO,6,2.68
AREA DE CHOQUE,FENITOINA SODICA,10,13.54
ANESTESIOLOGIA,OMEPRAZOL,25,54.16
ANESTESIOLOGIA,NOREPINEFRINA,15,71.17
CIRUGIA GENERAL,DEXAMETASONA FOSFATO SODICO DE,8,8.17
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMIKACINA SULFATO DE,1,4.79
CIRUGIA PLASTICA Y RECONSTRUCTIVA,DEXAMETASONA FOSFATO SODICO DE,1,8.17
URGENCIAS,LACTATO GLUCONATO DE CALCIO,3,2.24
URGENCIAS,PENTOXIFILINA,2,117.2
URGENCIAS,TERLIPRESINA,15,724.58
URGENCIAS,ESMOLOL,1,4166.67
CIRUGIA GENERAL,CEFOTAXIMA,4,19.51
URGENCIAS PEDIATRICAS,ERTAPENEM,1,345.76
MEDICINA INTERNA,FLUCONAZOL,2,5.3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,5,22.99
PEDIATRIA CLINICA,PARACETAMOL,10,129.68
GINECO OBSTETRICIA,DEXAMETASONA FOSFATO SODICO DE,4,8.17
GINECO OBSTETRICIA,NIFEDIPINO,6,0.87
GINECO OBSTETRICIA,HIDRALAZINA,6,100
GINECO OBSTETRICIA,ATROPINA SULFATO DE,2,2.84
GINECO OBSTETRICIA,BICARBONATO DE SODIO,20,5.15
GINECO OBSTETRICIA,GLUCONATO DE CALCIO AL,25,4.16
GINECO OBSTETRICIA,SULFATO  DE  MAGNESIO,15,5.31
GINECO OBSTETRICIA,OXITOCINA SINTETICA,10,3.73
GINECO OBSTETRICIA,FENITOINA SODICA,2,13.54
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREGABALINA,4,0.84
UNIDAD TOCOQUIRURGICA,METAMIZOL,5,2.91
MEDICINA INTERNA,GLUCOSA AL,6,33.65
SUBDIRECCION DE ENFERMERIA,CEFALOTINA SODICA,4,24.71
SUBDIRECCION DE ENFERMERIA,ONDANSENTRON ,3,12
SUBDIRECCION DE ENFERMERIA,PARACETAMOL,4,129.68
SUBDIRECCION DE ENFERMERIA,TRAMADOL,4,22.99
SUBDIRECCION DE ENFERMERIA,PARACETAMOL,3,129.68
SUBDIRECCION DE ENFERMERIA,PROPOFOL,3,1038.46
SUBDIRECCION DE ENFERMERIA,PROPOFOL,5,1038.46
URGENCIAS GINECOBSTETRICAS,CEFEPIME ,6,50.64
SUBDIRECCION DE ENFERMERIA,HALOPERIDOL,6,12.3
SUBDIRECCION DE ENFERMERIA,CLARITROMICINA,2,645.77
URGENCIAS PEDIATRICAS,ADENOSINA,2,250.43
URGENCIAS PEDIATRICAS,VECURONIO BROMURO DE ,1,29.85
URGENCIAS PEDIATRICAS,LIDOCAINA,1,26.42
MEDICINA INTERNA,VASOPRESINA,4,339.86
TERAPIA INTENSIVA PEDIATRICA,PARACETAMOL,10,0.39
TERAPIA INTENSIVA PEDIATRICA,METILPREDNISOLONA,10,146.07
TERAPIA INTENSIVA PEDIATRICA,FITOMENADIONA,10,8.03
URGENCIAS,SERTRALINA,2,0.83
URGENCIAS,PREDNISONA,4,2.5
TERAPIA INTENSIVA,CEFALOTINA SODICA,8,24.71
TERAPIA INTENSIVA,METRONIDAZOL,0,14.35
URGENCIAS,METAMIZOL,3,2.91
URGENCIAS,CAPTOPRIL,6,0.15
